chr	start	stop	pi.slew	pi.nlew	pi.lew	pi.ccar	dxy.slew.ccar	dxy.slew.acar	dxy.nlew.ccar	dxy.slew.nlew	dxy.lew.ccar	dxy.ccar.acar	dxy.ccar.verb	dxy.ccar.par	dxy.ccar.bic	dxy.slew.bic	dxy.slew.verb	dxy.nlew.verb	pi.sLC	pi.CV	dxy.sLC.bic	dxy.CV.bic
1	48765	49347	0.000403	0.000736	0.001496	0.001211	0.00317	0.004522	0.006831	0.004092	0.003806	0.003122	0.012415	0.009838	0.021866	0.019126	0.009676	0.013316	0.002029	0.001901	0.020825	0.022068
1	68798	69201	0.002063	0.001945	0.006715	0.000474	0.002063	0.001824	0.016329	0.017913	0.004544	0.00024	0.016329	0.00024	0.012616	0.0142	0.017913	0.003094	0.001456	0.001455	0.013218	0.012799
1	159411	160962	0.005453	0.001657	0.007888	0.002234	0.014396	0.012457	0.014435	0.014209	0.014421	0.003652	0.021035	0.016561	0.035646	0.036489	0.023145	0.022874	0.00848	0.003389	0.035967	0.03572
1	161655	162326	0.002041	0.003986	0.004861	0.001861	0.009551	0.008615	0.014887	0.010603	0.010717	0.001032	0.009385	0.008473	0.014185	0.022008	0.017544	0.021391	0.005547	0.002323	0.017158	0.014439
1	166489	167104	0.000753	0.003537	0.003826	0.001471	0.001213	0.000427	0.011475	0.010958	0.002997	0.000786	0.008902	0.012149	0.021889	0.021531	0.008288	0.006696	0.001246	0.001928	0.021753	0.021916
1	171153	171580	0.003263	0.002605	0.007129	0.001988	0.010758	0.009721	0.01777	0.016486	0.011978	0.001594	0.027476	0.013359	0.035712	0.039133	0.030898	0.023824	0.006343	0.003555	0.037012	0.035441
1	202903	203564	0.008776	0.00335	0.010308	0.000335	0.009168	0.008998	0.009248	0.014492	0.009182	0.000171	0.012274	0.009248	0.030428	0.034477	0.017836	0.015129	0.005738	0.001071	0.031967	0.030706
1	204246	204985	0.011887	0.001737	0.011594	0.001007	0.011486	0.011486	0.001689	0.011824	0.009783	0.001192	0.010811	0.011061	0.020902	0.027525	0.020697	0.010811	0.00754	0.001611	0.023419	0.021199
1	209009	210233	0.010239	0.003015	0.011762	0.003083	0.0313	0.029845	0.029981	0.015958	0.031114	0.003472	0.040057	0.032078	0.03204	0.035098	0.026767	0.018927	0.017592	0.005379	0.033246	0.03229
1	214385	215603	0.001186	0.004431	0.00597	0.003497	0.019313	0.022743	0.015847	0.016934	0.01864	0.018978	0.022769	0.02318	0.0297	0.028603	0.019456	0.022083	0.010591	0.004682	0.02917	0.029735
1	216171	217150	0.002103	0.002417	0.005585	0.00321	0.025248	0.02585	0.02273	0.014078	0.024841	0.006847	0.029707	0.025477	0.040339	0.042266	0.016139	0.021131	0.013542	0.004839	0.041071	0.040513
1	219280	219624	0.006952	0.00559	0.007998	0.000187	0.012145	0.011543	0.018922	0.010641	0.013324	0.00106	0.001543	0.016036	0.033427	0.027841	0.013501	0.02029	0.006883	0.000272	0.031259	0.033469
1	232030	233556	0.007993	0.005928	0.009128	0.021222	0.025468	0.015532	0.026049	0.0122	0.025483	0.021304	0.02869	0.035152	0.037113	0.033221	0.014928	0.013251	0.021438	0.021762	0.035607	0.037044
1	244360	244954	0.00377	0.011261	0.009189	0.008066	0.018814	0.022837	0.023209	0.020507	0.020423	0.012795	0.029059	0.029683	0.035294	0.041575	0.036311	0.037115	0.012541	0.009358	0.037481	0.035399
1	246131	247014	0.00587	0.009111	0.008809	0.005351	0.010343	0.011986	0.012453	0.015624	0.010698	0.008552	0.020865	0.016394	0.01622	0.018928	0.02406	0.020833	0.007771	0.006305	0.017231	0.016582
