chr	start	stop	pi.slew	pi.nlew	pi.lew	pi.ccar	dxy.slew.ccar	dxy.slew.acar	dxy.nlew.ccar	dxy.slew.nlew	dxy.lew.ccar	dxy.ccar.acar	dxy.ccar.verb	dxy.ccar.par	dxy.ccar.bic	dxy.slew.bic	dxy.slew.verb	dxy.nlew.verb	pi.sLC	pi.CV	dxy.sLC.bic	dxy.CV.bic
7	22698	23360	0.000412	0.013521	0.005312	0.004583	0.019165	0.019343	0.01785	0.015887	0.018936	0.009715	0.022965	0.016932	0.025909	0.025125	0.022863	0.024321	0.010931	0.005711	0.025611	0.026065
7	33164	33413	0.009075	0.005472	0.009238	0.004934	0.015039	0.027822	0.011316	0.009946	0.014409	0.022611	0.040062	0.042924	0.031217	0.030829	0.039212	0.038306	0.010305	0.007208	0.031045	0.031104
7	44895	46428	0.003824	0.007828	0.00682	0.007819	0.019517	0.019295	0.020329	0.013656	0.019659	0.009493	0.025626	0.019351	0.033791	0.026968	0.024634	0.027153	0.012816	0.008923	0.031196	0.033949
7	52542	53774	0.00638	0.004232	0.007476	0.005678	0.012261	0.02035	0.011705	0.01033	0.012151	0.018462	0.024365	0.013892	0.022179	0.021838	0.023867	0.019683	0.00883	0.00683	0.022037	0.022247
7	57018	58140	0.01137	0.01447	0.015731	0.005104	0.023039	0.029701	0.019827	0.025881	0.022491	0.021017	0.033565	0.029737	0.035073	0.039676	0.035833	0.02894	0.014529	0.006854	0.036821	0.035313
7	58203	59013	0.005064	0.01261	0.010085	0.004023	0.023577	0.023521	0.023606	0.021334	0.023521	0.006578	0.01961	0.015907	0.030861	0.032694	0.019342	0.01821	0.013326	0.004989	0.031461	0.030706
7	68211	68606	0.008973	0.003247	0.008701	0.003761	0.009464	0.00793	0.00668	0.008573	0.00898	0.003068	0.011038	0.01507	0.022116	0.024189	0.011895	0.005682	0.007216	0.004208	0.022904	0.022175
7	94525	95714	0.0004	0.00811	0.006052	0.005942	0.018561	0.018724	0.020327	0.018935	0.018869	0.008053	0.021013	0.021569	0.024784	0.026714	0.021247	0.022708	0.011408	0.006871	0.025718	0.024903
7	106290	107780	0.000243	0.008336	0.007087	0.003727	0.009888	0.009001	0.025621	0.022799	0.012625	0.004248	0.009163	0.009271	0.013511	0.013061	0.013026	0.029343	0.006165	0.004063	0.01334	0.013623
7	139117	139457	0.002303	0.00974	0.005279	0.004914	0.009801	0.004476	0.009566	0.011749	0.00976	0.009097	0.024075	0.014237	0.01646	0.017981	0.028245	0.02676	0.006869	0.006102	0.017038	0.016587
7	141483	142220	0.001031	0.008916	0.004497	0.006941	0.010879	0.007129	0.014094	0.012105	0.011438	0.008382	0.025933	0.014334	0.017705	0.016854	0.022281	0.023745	0.007976	0.008118	0.017381	0.017787
7	143351	143783	0.003485	0.004392	0.004947	0.003677	0.008857	0.009444	0.005698	0.00838	0.008308	0.004304	0.014108	0.013528	0.026196	0.030529	0.017951	0.014791	0.006115	0.004317	0.027842	0.026465
7	148532	149074	0.003504	0.00771	0.005079	0.005049	0.007847	0.006781	0.010553	0.009322	0.008349	0.004564	0.020515	0.008373	0.03918	0.042193	0.021752	0.025138	0.006074	0.005993	0.040317	0.039258
7	149434	150220	0.002644	0.007575	0.007489	0.004913	0.020513	0.020843	0.016783	0.016112	0.020864	0.008004	0.024759	0.024946	0.032201	0.038521	0.026951	0.026366	0.012018	0.006212	0.034604	0.032559
7	161115	161390	0.0	0.002459	0.002328	0.00417	0.009847	0.01087	0.003506	0.007699	0.008744	0.004354	0.006224	0.006224	0.0348	0.032609	0.01087	0.004982	0.00627	0.004293	0.03396	0.034844
7	169489	171033	0.001818	0.004161	0.004085	0.00768	0.006754	0.00649	0.012246	0.009321	0.007709	0.008115	0.015534	0.013655	0.021537	0.020797	0.016317	0.01877	0.006407	0.008163	0.021256	0.021642
7	175534	175850	0.000476	0.000796	0.002259	0.000627	0.006431	0.00718	0.000712	0.006516	0.005437	0.001341	0.000313	0.013823	0.009816	0.015672	0.006118	0.000398	0.003397	0.000607	0.012087	0.009808
7	180124	180538	0.009992	0.012134	0.013606	0.007541	0.016847	0.01578	0.020753	0.021306	0.017754	0.006726	0.01391	0.019101	0.019345	0.021332	0.011706	0.018675	0.012275	0.008009	0.020078	0.019424
7	190494	191372	0.010481	0.004607	0.011786	0.005491	0.016929	0.015892	0.018741	0.015892	0.017165	0.00604	0.020771	0.009935	0.031337	0.028043	0.018735	0.019549	0.0115	0.006428	0.030084	0.031304
7	192119	193623	0.006891	0.00935	0.009677	0.010375	0.02276	0.021527	0.024502	0.015997	0.02309	0.013503	0.023159	0.017887	0.030618	0.031651	0.025007	0.025083	0.015664	0.011161	0.030991	0.030731
7	286003	287575	0.000584	0.006766	0.002798	0.00081	0.005549	0.006123	0.008167	0.007553	0.006529	0.001969	0.013094	0.013412	0.014683	0.013116	0.011527	0.013191	0.003033	0.001567	0.014329	0.01481
7	300354	301408	0.000617	0.008717	0.004151	0.000762	0.004804	0.003949	0.013575	0.011902	0.006329	0.002139	0.007996	0.018442	0.022715	0.021043	0.006323	0.013651	0.002665	0.001207	0.02208	0.022703
7	301528	302089	0.002258	0.002563	0.003012	0.000607	0.00556	0.007024	0.002614	0.004874	0.005037	0.001952	0.012771	0.013216	0.027896	0.029266	0.0177	0.014754	0.003199	0.001362	0.028416	0.02822
7	302595	303043	0.00242	0.002864	0.004364	0.001246	0.006859	0.010667	0.003431	0.008997	0.006263	0.004909	0.007328	0.025145	0.022918	0.028484	0.012894	0.009465	0.004084	0.00162	0.025033	0.023037
7	303504	303833	0.000772	0.006818	0.007167	0.009245	0.0112	0.015045	0.017119	0.02199	0.01223	0.013196	0.012463	0.026295	0.018768	0.020096	0.01252	0.028409	0.008972	0.009438	0.019273	0.018987
7	306063	307416	0.001443	0.012077	0.006741	0.002364	0.015715	0.017064	0.010106	0.018527	0.014729	0.006973	0.005825	0.004777	0.024039	0.028343	0.017187	0.012309	0.008517	0.002576	0.025637	0.024061
7	313955	314199	0.004024	0.003936	0.004693	0.00605	0.006646	0.004762	0.00762	0.00631	0.006815	0.005574	0.013167	0.013232	0.01738	0.015789	0.011923	0.010714	0.006046	0.006489	0.016776	0.017538
7	317842	319412	0.00154	0.003478	0.004877	0.006484	0.007058	0.012028	0.01105	0.012711	0.007754	0.010072	0.019425	0.014671	0.026258	0.026769	0.019633	0.017266	0.006053	0.007277	0.026452	0.026461
7	333185	333832	0.001625	0.001929	0.002019	0.003738	0.004415	0.005889	0.004798	0.003196	0.004481	0.007529	0.015258	0.009857	0.012943	0.011105	0.01342	0.012924	0.003758	0.004445	0.012251	0.01309
7	339393	340027	0.001375	0.001519	0.001937	0.002679	0.004846	0.005387	0.002819	0.003274	0.004494	0.00337	0.012014	0.004191	0.019152	0.018856	0.01177	0.010433	0.003525	0.003309	0.019039	0.019395
7	345108	345654	0.004494	0.005898	0.005583	0.003249	0.007628	0.009574	0.006814	0.008255	0.007527	0.007096	0.009937	0.009848	0.014507	0.016886	0.012316	0.011502	0.00551	0.003659	0.015411	0.014425
7	346237	346950	0.001656	0.006603	0.003779	0.002163	0.004373	0.006032	0.008132	0.008431	0.005027	0.005565	0.018636	0.011634	0.020037	0.02075	0.017138	0.023109	0.003143	0.003176	0.020308	0.02033
7	348664	349579	0.002126	0.004835	0.003208	0.002692	0.010216	0.010017	0.010116	0.005559	0.010199	0.002553	0.010389	0.009843	0.018031	0.015111	0.009653	0.010098	0.006215	0.00318	0.016865	0.018073
7	351666	352571	0.001671	0.00406	0.003678	0.003124	0.009911	0.00822	0.012123	0.008271	0.010298	0.006931	0.010788	0.013218	0.026615	0.028088	0.011531	0.012555	0.006151	0.003594	0.027176	0.02668
7	360829	361799	0.007696	0.008055	0.010164	0.002304	0.022736	0.020627	0.023301	0.015826	0.02286	0.002696	0.01299	0.023454	0.01985	0.026843	0.027321	0.028708	0.012777	0.002966	0.022541	0.02002
7	362620	364136	0.003268	0.007209	0.006429	0.001739	0.019157	0.017469	0.016305	0.013644	0.018666	0.002156	0.019278	0.018289	0.024247	0.022896	0.008488	0.01715	0.010247	0.002818	0.023984	0.024303
7	368465	369448	0.00149	0.009292	0.004383	0.002358	0.013629	0.011105	0.016033	0.010614	0.014225	0.004037	0.015345	0.009813	0.028491	0.034265	0.011934	0.016768	0.007253	0.003155	0.030371	0.028537
7	377135	378057	5.7e-05	0.010989	0.00606	0.001356	0.014493	0.014959	0.016714	0.019487	0.014879	0.00318	0.006972	0.011577	0.021651	0.025974	0.016223	0.018418	0.007424	0.001701	0.023294	0.021753
7	382702	383843	0.002228	0.006067	0.005324	0.002546	0.013106	0.011645	0.014085	0.012155	0.013328	0.001946	0.017976	0.015349	0.029698	0.029888	0.022444	0.022001	0.007696	0.003497	0.029832	0.029878
7	465759	466287	0.005275	0.0	0.006988	0.005916	0.012557	0.011148	0.016161	0.012859	0.012957	0.006196	0.019389	0.019346	0.032475	0.035187	0.014603	0.019886	0.008954	0.006811	0.03349	0.032591
7	476364	476725	0.00305	0.003463	0.005618	0.012848	0.01789	0.011518	0.01409	0.011755	0.017229	0.012917	0.011398	0.016759	0.007059	0.011299	0.013413	0.012119	0.01384	0.012751	0.00867	0.007012
7	487042	488204	0.001382	0.003163	0.003834	0.004009	0.017166	0.016458	0.012038	0.009566	0.016274	0.00466	0.01495	0.006463	0.022495	0.02299	0.016111	0.0115	0.009898	0.004683	0.022683	0.022517
7	489151	489433	0.001091	0.013629	0.004674	0.013996	0.011996	0.008896	0.021216	0.012135	0.013599	0.012652	0.036191	0.032828	0.032657	0.030686	0.03422	0.038869	0.011211	0.01537	0.031908	0.032071
7	490517	491042	0.001485	0.002309	0.002783	0.013885	0.017455	0.007138	0.01922	0.005828	0.017762	0.01623	0.023418	0.026793	0.031307	0.028767	0.018961	0.019487	0.013809	0.014525	0.030342	0.03128
7	495541	496852	0.007867	0.024797	0.015884	0.008113	0.01994	0.019655	0.033754	0.033819	0.022239	0.014285	0.042818	0.038589	0.041331	0.043378	0.041441	0.029472	0.013705	0.010338	0.042088	0.041277
7	502743	503073	0.029524	0.025896	0.030667	0.008241	0.030601	0.035167	0.024924	0.033749	0.029614	0.008284	0.01608	0.01647	0.040444	0.050644	0.027508	0.022281	0.021906	0.008729	0.04432	0.040408
7	504128	505200	0.006233	0.010738	0.01028	0.002967	0.018629	0.022777	0.016488	0.019204	0.018351	0.010238	0.010991	0.011442	0.036909	0.041934	0.018469	0.018091	0.010692	0.003434	0.0387	0.036971
7	507269	508781	0.000745	0.012973	0.005945	0.002454	0.024529	0.024066	0.024043	0.017577	0.024402	0.003003	0.029465	0.026624	0.022397	0.028281	0.029464	0.025088	0.012718	0.004116	0.024633	0.02273
7	509785	511160	0.00757	0.018571	0.011643	0.006752	0.022919	0.022197	0.024682	0.020017	0.023291	0.008639	0.019773	0.017707	0.022866	0.027926	0.024632	0.027364	0.014545	0.007561	0.02479	0.023008
7	517194	517453	0.010089	0.003984	0.01217	0.007774	0.014666	0.020884	0.015369	0.017738	0.014789	0.012428	0.036787	0.016935	0.02469	0.027024	0.039879	0.039904	0.011383	0.009675	0.025577	0.025297
7	523251	524730	0.001828	0.002703	0.005751	0.000854	0.017015	0.017289	0.016124	0.015105	0.01686	0.003971	0.025065	0.015998	0.028444	0.028289	0.025533	0.024071	0.008684	0.00235	0.028385	0.028547
7	525501	526599	0.001574	0.002177	0.003743	0.001161	0.009052	0.008333	0.012177	0.008902	0.009596	0.000719	0.013898	0.014705	0.025933	0.022652	0.010608	0.012853	0.004976	0.001951	0.024686	0.025947
7	530924	531251	0.008443	0.009611	0.011337	0.0044	0.023167	0.022131	0.017091	0.018188	0.02211	0.006461	0.01021	0.025501	0.036204	0.037663	0.023901	0.019113	0.013907	0.004756	0.036758	0.036076
7	541446	542212	0.003198	0.001304	0.006687	0.001482	0.015157	0.014193	0.01861	0.015435	0.01583	0.002033	0.01144	0.008832	0.019262	0.020312	0.013539	0.017601	0.008336	0.002095	0.019661	0.019231
7	542422	543134	0.003795	0.000351	0.004351	0.001348	0.010401	0.010039	0.00755	0.006007	0.009905	0.000724	0.013686	0.008076	0.01579	0.01373	0.008895	0.009292	0.006005	0.002109	0.015007	0.015756
