chr	start	stop	pi.slew	pi.nlew	pi.lew	pi.ccar	dxy.slew.ccar	dxy.slew.acar	dxy.nlew.ccar	dxy.slew.nlew	dxy.lew.ccar	dxy.ccar.acar	dxy.ccar.verb	dxy.ccar.par	dxy.ccar.bic	dxy.slew.bic	dxy.slew.verb	dxy.nlew.verb	pi.sLC	pi.CV	dxy.sLC.bic	dxy.CV.bic
2	38704	39872	0.003137	0.001894	0.005419	0.000636	0.006011	0.007196	0.008764	0.011019	0.00649	0.001584	0.005899	0.006968	0.019842	0.024492	0.007811	0.012618	0.003546	0.000959	0.021609	0.019984
2	45682	47230	0.000134	0.001383	0.001561	0.001861	0.003702	0.003296	0.006976	0.004876	0.004271	0.004682	0.012807	0.017977	0.025157	0.024889	0.012011	0.013557	0.002492	0.002536	0.025055	0.025238
2	57677	59107	0.000603	0.002872	0.003896	0.001014	0.001861	0.004883	0.011545	0.011607	0.003545	0.004354	0.01408	0.007414	0.02102	0.021347	0.014317	0.012325	0.001368	0.001821	0.02114	0.02115
2	63899	64328	0.001244	0.002243	0.003211	0.005566	0.007636	0.010424	0.010099	0.007849	0.008065	0.007827	0.013878	0.004576	0.015004	0.013035	0.012362	0.014826	0.005938	0.006075	0.014256	0.015153
2	66574	68122	0.000261	0.001429	0.001441	0.001549	0.00528	0.002288	0.005592	0.004171	0.005334	0.004092	0.013016	0.008835	0.016566	0.015307	0.011756	0.011943	0.003142	0.002253	0.016088	0.016724
2	77062	78624	0.000747	0.004913	0.005486	0.001967	0.004048	0.00646	0.017032	0.016496	0.006306	0.00581	0.015541	0.016753	0.026686	0.0264	0.014564	0.022713	0.002785	0.002802	0.026577	0.026751
2	80893	81984	0.000274	0.001243	0.002736	0.00414	0.007334	0.008949	0.009874	0.008567	0.007781	0.005573	0.012998	0.010516	0.017384	0.018869	0.012917	0.016712	0.005111	0.004686	0.017949	0.0176
2	85655	86590	0.001726	0.00248	0.003612	0.004688	0.009416	0.004826	0.00962	0.008076	0.009451	0.005158	0.008685	0.009486	0.016991	0.015688	0.006973	0.007345	0.006518	0.004935	0.016496	0.016927
2	90628	91973	0.000456	0.004488	0.005528	0.003556	0.005206	0.003287	0.018261	0.017355	0.007476	0.004149	0.010877	0.005264	0.02017	0.019644	0.01035	0.022398	0.003901	0.004005	0.01997	0.020295
2	95996	97372	0.000465	0.012043	0.006532	0.00208	0.002224	0.001962	0.020792	0.020087	0.005448	0.002616	0.012088	0.008094	0.026952	0.026411	0.011486	0.02917	0.001919	0.0027	0.026747	0.027121
2	101242	102008	0.000774	0.006621	0.00843	0.005349	0.012752	0.012265	0.022838	0.026299	0.014506	0.007476	0.019078	0.013353	0.030808	0.037069	0.022056	0.033616	0.008221	0.006207	0.033186	0.031175
2	110058	110475	0.000126	0.003503	0.004151	0.00145	0.003304	0.002455	0.011913	0.01352	0.004801	0.000849	0.008026	0.003241	0.02238	0.023986	0.009632	0.018242	0.002144	0.001854	0.02299	0.022578
2	122388	123873	0.000565	0.00161	0.004179	0.004054	0.005325	0.004835	0.014788	0.012489	0.007036	0.00722	0.011095	0.009054	0.016435	0.013246	0.009882	0.018085	0.004162	0.004485	0.015223	0.016489
2	167064	167648	0.002999	0.007045	0.006517	0.003662	0.036568	0.034997	0.041148	0.014546	0.037376	0.004282	0.034446	0.039592	0.03425	0.031462	0.005642	0.012007	0.019228	0.005558	0.03319	0.034145
2	200284	201132	0.008106	0.006058	0.012588	0.001728	0.023756	0.024394	0.009508	0.023766	0.021235	0.002242	0.019872	0.020461	0.017934	0.023898	0.024859	0.021496	0.013118	0.002845	0.0202	0.017981
2	204576	204915	0.003644	0.018803	0.008116	0.00235	0.008045	0.006889	0.022142	0.017473	0.010496	0.001281	0.032068	0.028392	0.034725	0.030341	0.026006	0.033456	0.005244	0.004178	0.033059	0.035156
2	258399	259869	0.002141	0.00925	0.005623	0.005023	0.014146	0.014682	0.020677	0.013091	0.015314	0.006342	0.027954	0.023519	0.031967	0.025225	0.022935	0.022689	0.009044	0.006501	0.029427	0.031839
2	267190	267586	0.001581	0.008658	0.004431	0.013974	0.019601	0.030768	0.017882	0.010633	0.019302	0.024099	0.028431	0.016456	0.030139	0.028309	0.028309	0.021465	0.014892	0.014907	0.029444	0.030249
2	267785	268535	0.004203	0.014114	0.009728	0.010901	0.019075	0.019254	0.019745	0.0221	0.019191	0.011493	0.024718	0.024366	0.03173	0.036505	0.031129	0.02036	0.013794	0.011748	0.033491	0.03178
2	269067	269837	0.002026	0.005837	0.003604	0.005539	0.007265	0.008499	0.010836	0.007048	0.007886	0.008382	0.009477	0.009163	0.023702	0.021742	0.006587	0.011997	0.005861	0.005779	0.022957	0.023731
2	271802	272724	0.000606	0.006034	0.002694	0.007084	0.009619	0.009352	0.013309	0.007201	0.010262	0.00685	0.015621	0.01388	0.029808	0.028511	0.013999	0.015484	0.00742	0.007631	0.029352	0.029796
2	296391	297618	0.007641	0.005931	0.010283	0.003378	0.017984	0.019588	0.012775	0.016688	0.017121	0.005777	0.013423	0.010166	0.021941	0.0273	0.022673	0.01442	0.010889	0.004	0.023967	0.022109
2	303439	304899	0.002704	0.001271	0.009423	0.004998	0.023373	0.02344	0.024362	0.025712	0.023545	0.005001	0.027356	0.005553	0.031651	0.025956	0.029612	0.011465	0.013421	0.006373	0.029492	0.031463
2	319722	320084	0.00143	0.005805	0.004296	0.007114	0.017104	0.015031	0.026293	0.010784	0.018702	0.010531	0.035191	0.022794	0.048076	0.039365	0.024213	0.033402	0.011062	0.008841	0.044766	0.047951
2	321360	322900	0.000638	0.001947	0.005049	0.00294	0.017772	0.01718	0.008176	0.015463	0.016118	0.003686	0.01579	0.017454	0.034881	0.033386	0.017248	0.014601	0.009673	0.003731	0.034309	0.034876
2	391883	393285	0.000219	0.007306	0.004651	0.012068	0.016377	0.017181	0.019193	0.015132	0.016778	0.015776	0.025257	0.01698	0.031649	0.029298	0.021458	0.02949	0.012436	0.012874	0.030756	0.031885
2	393332	394492	0.005134	0.003937	0.006321	0.007864	0.012315	0.010321	0.00836	0.009288	0.011627	0.006145	0.019449	0.012586	0.03298	0.031393	0.017635	0.015935	0.009614	0.008607	0.032396	0.033153
2	400829	401781	0.003074	0.006815	0.00605	0.005219	0.008765	0.010265	0.017849	0.013103	0.010306	0.008189	0.01557	0.017154	0.020094	0.022971	0.016475	0.020614	0.006602	0.005857	0.021187	0.02027
2	402582	402896	0.002443	0.001361	0.002727	0.00164	0.004231	0.006433	0.006528	0.003509	0.004631	0.003909	0.016743	0.007322	0.008909	0.004678	0.012615	0.010317	0.002987	0.002568	0.007302	0.008978
2	405048	405470	0.004022	0.005319	0.006142	0.00239	0.007997	0.010265	0.014175	0.01112	0.009072	0.005605	0.009876	0.018016	0.020438	0.026876	0.014309	0.019208	0.005291	0.002851	0.022884	0.020501
2	406596	407547	0.004287	0.004652	0.006858	0.004052	0.009493	0.013867	0.016781	0.013006	0.010761	0.011041	0.016519	0.014943	0.017603	0.017802	0.01595	0.018908	0.006675	0.004817	0.017679	0.017447
2	413076	414456	0.008492	0.005176	0.009263	0.003582	0.010214	0.00935	0.016006	0.011423	0.011221	0.006872	0.017146	0.013762	0.013581	0.015942	0.014073	0.010145	0.007436	0.004415	0.014478	0.013757
2	416191	417453	0.021726	0.013658	0.02309	0.003925	0.019782	0.018926	0.028599	0.027036	0.021337	0.003936	0.032465	0.042318	0.04401	0.041908	0.033636	0.037114	0.014041	0.005698	0.043176	0.04401
2	419678	421160	0.010127	0.004528	0.01011	0.005363	0.013502	0.01341	0.013271	0.010586	0.01345	0.005427	0.018641	0.022035	0.022165	0.022705	0.010468	0.009777	0.009857	0.006176	0.022332	0.02223
2	421955	423195	0.012757	0.000403	0.013606	0.010513	0.019007	0.021966	0.017411	0.016772	0.018732	0.01159	0.022564	0.013403	0.021741	0.022874	0.015563	0.015109	0.0149	0.011259	0.022195	0.021857
2	443014	444531	0.008042	0.01134	0.008544	0.009607	0.022243	0.016556	0.02214	0.009448	0.022225	0.020223	0.026882	0.011326	0.030006	0.026541	0.008391	0.009881	0.015399	0.010665	0.028689	0.029943
2	447380	448922	0.003727	0.004748	0.004146	0.001524	0.010035	0.009807	0.010243	0.00506	0.010071	0.001374	0.011956	0.004498	0.017468	0.016793	0.009284	0.008917	0.005888	0.002167	0.017211	0.0175
2	455310	456868	0.000871	0.00882	0.004931	0.002003	0.014321	0.013155	0.015097	0.01396	0.014456	0.006221	0.020247	0.019403	0.038641	0.038385	0.019935	0.020366	0.007705	0.003128	0.038544	0.038717
2	467566	467918	0.002052	0.002653	0.007351	0.002756	0.019571	0.024962	0.010323	0.020038	0.017962	0.00808	0.02318	0.00894	0.026037	0.02782	0.02782	0.027143	0.010659	0.004012	0.026714	0.026027
2	475538	477037	0.001499	0.003579	0.00262	0.003384	0.022037	0.021288	0.023399	0.005124	0.022319	0.00454	0.025363	0.028304	0.026268	0.021605	0.017474	0.019706	0.012057	0.004744	0.024496	0.026334
2	484629	486193	3.4e-05	0.002875	0.001755	0.003779	0.008334	0.01237	0.009371	0.005608	0.008519	0.00753	0.018809	0.012996	0.012429	0.013116	0.020464	0.020447	0.00544	0.004701	0.012698	0.01269
2	491567	493116	0.005826	0.00371	0.009452	0.003449	0.016185	0.015536	0.016649	0.018348	0.016269	0.011048	0.015099	0.016493	0.023725	0.02467	0.014008	0.01621	0.009849	0.004164	0.024085	0.02372
2	565350	566056	0.005977	0.008335	0.007613	0.006613	0.013828	0.017792	0.015286	0.011461	0.014045	0.010586	0.015765	0.019483	0.022791	0.0268	0.019839	0.022808	0.009781	0.007187	0.024314	0.02292
2	568933	569559	0.003489	0.008962	0.00649	0.014584	0.022607	0.022819	0.020832	0.010121	0.022685	0.021813	0.023991	0.026378	0.025646	0.032254	0.018881	0.018474	0.017168	0.015146	0.028348	0.025752
2	585953	587143	0.000398	0.003538	0.00241	0.006258	0.006037	0.00612	0.008935	0.00696	0.006595	0.007393	0.01587	0.017091	0.027367	0.023753	0.011998	0.016793	0.00529	0.006845	0.025991	0.027508
2	593810	595322	0.003008	0.005811	0.008531	0.002196	0.012606	0.011087	0.01855	0.021556	0.01364	0.001504	0.018369	0.014747	0.037201	0.03641	0.021825	0.009838	0.007265	0.003195	0.0369	0.037114
2	596893	597803	0.006697	0.007535	0.009989	0.006261	0.021652	0.020404	0.017828	0.018153	0.021071	0.006646	0.016007	0.01544	0.038683	0.039834	0.020834	0.014011	0.013653	0.00688	0.039143	0.038711
