chr	start	stop	pi.slew	pi.nlew	pi.lew	pi.ccar	dxy.slew.ccar	dxy.slew.acar	dxy.nlew.ccar	dxy.slew.nlew	dxy.lew.ccar	dxy.ccar.acar	dxy.ccar.verb	dxy.ccar.par	dxy.ccar.bic	dxy.slew.bic	dxy.slew.verb	dxy.nlew.verb	pi.sLC	pi.CV	dxy.sLC.bic	dxy.CV.bic
5	26333	27874	0.000679	0.000556	0.000714	0.001991	0.001488	0.003038	0.001504	0.000768	0.001622	0.003073	0.009637	0.003963	0.016933	0.014995	0.009118	0.009079	0.002109	0.002546	0.016937	0.017063
5	44395	45807	0.002445	0.002231	0.002915	0.001903	0.002878	0.002344	0.004873	0.003413	0.004306	0.002295	0.004485	0.006864	0.014525	0.008552	0.004217	0.005898	0.002356	0.002115	0.014546	0.014587
5	49315	50861	0.000166	0.003912	0.003251	0.002729	0.001344	0.001094	0.007084	0.004029	0.005641	0.002153	0.007735	0.004238	0.0183	0.013813	0.00512	0.008403	0.002517	0.003482	0.018392	0.018461
5	67589	69123	0.001353	0.002303	0.002653	0.000922	0.001179	0.00134	0.003947	0.003219	0.003069	0.000955	0.005005	0.001422	0.013149	0.010308	0.004145	0.006759	0.001139	0.001186	0.013217	0.013563
5	88531	88822	0.007601	0.009622	0.01187	0.000217	0.004417	0.004878	0.016378	0.01174	0.012586	0.000681	0.003535	0.013809	0.058109	0.051474	0.004307	0.012842	0.001829	0.000421	0.058749	0.058112
5	92541	93817	0.002309	0.003662	0.003136	0.001616	0.002203	0.002274	0.00541	0.002926	0.005337	0.001815	0.008791	0.006442	0.012807	0.01198	0.006297	0.007635	0.002351	0.002144	0.012652	0.012754
5	95730	97278	0.002916	0.004395	0.003917	0.000706	0.002951	0.003008	0.006319	0.006909	0.003375	0.000805	0.006507	0.007914	0.015868	0.014687	0.005342	0.008796	0.001432	0.00108	0.015897	0.015996
5	110252	111767	0.000147	0.001531	0.000942	0.00607	0.002107	0.001809	0.00491	0.00144	0.00402	0.006572	0.005564	0.005946	0.004956	0.002678	0.003282	0.0047	0.005396	0.006265	0.004252	0.004941
5	212214	212689	0.007933	0.022684	0.015424	0.006499	0.027882	0.027913	0.021016	0.034031	0.026601	0.006543	0.023821	0.019273	0.01995	0.030225	0.022105	0.032125	0.014865	0.007646	0.022504	0.020136
5	234277	234604	0.005662	0.001307	0.005637	0.006508	0.011174	0.010417	0.008125	0.007622	0.008865	0.007075	0.018883	0.023305	0.059788	0.058689	0.016006	0.019055	0.006798	0.007346	0.059543	0.05976
5	322313	323197	0.004491	0.002241	0.004691	0.004837	0.005553	0.004165	0.00386	0.004888	0.005448	0.003329	0.006163	0.008113	0.035787	0.036153	0.006378	0.005226	0.00523	0.005088	0.035923	0.035736
5	346200	347761	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5	349227	350125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5	361440	362606	0.006041	0.005676	0.008392	0.004537	0.012531	0.013372	0.014051	0.01169	0.016105	0.006344	0.022814	0.016041	0.019799	0.016048	0.018005	0.023779	0.00886	0.005689	0.020985	0.020078
5	480172	480763	0.006459	0.004116	0.009917	0.005757	0.011522	0.017124	0.011548	0.017535	0.011926	0.009668	0.012622	0.015216	0.014262	0.018723	0.017068	0.018008	0.008434	0.006216	0.016022	0.014345
5	480800	481297	0.005124	0.005677	0.007302	0.002326	0.009418	0.008142	0.018798	0.011462	0.014611	0.002618	0.015707	0.01402	0.027098	0.027486	0.015096	0.021881	0.00544	0.003187	0.028676	0.027173
5	521256	522659	0.007077	0.003004	0.00774	0.005792	0.012435	0.011679	0.011958	0.009854	0.01241	0.008149	0.015692	0.014651	0.039379	0.041338	0.017589	0.017802	0.00895	0.006398	0.040113	0.039542
5	583793	584711	0.00594	0.006784	0.010014	0.004947	0.017411	0.014597	0.026828	0.01936	0.019215	0.005279	0.028827	0.026784	0.036839	0.032028	0.024998	0.023472	0.010683	0.006416	0.034949	0.036932
5	648243	649714	0.000541	0.00034	0.0014	0.000477	0.002214	0.000803	0.003505	0.002898	0.002398	0.000279	0.003675	0.004355	0.002826	0.002388	0.004879	0.003906	0.001392	0.001171	0.002585	0.00309
5	650219	651580	0.007345	0.004108	0.00972	0.000873	0.010343	0.007405	0.015605	0.013968	0.011254	0.000554	0.014797	0.020377	0.012962	0.011166	0.015018	0.015327	0.006674	0.002218	0.01223	0.021137
5	656152	657700	0.003399	0.000646	0.004268	0.000207	0.005639	0.00498	0.001512	0.005829	0.00496	0.000106	0.000675	0.008798	0.00683	0.004383	0.005022	0.000807	0.003156	0.000243	0.006056	0.006829
5	666711	667221	0.002673	0.003005	0.004078	0.002201	0.007608	0.009593	0.008296	0.00722	0.007742	0.005778	0.017836	0.008651	0.022097	0.023944	0.017279	0.020793	0.005027	0.003343	0.02291	0.022406
5	669090	669906	0.005756	0.001049	0.006514	0.002509	0.007453	0.004259	0.008917	0.008575	0.0078	0.001563	0.011467	0.009699	0.032567	0.02972	0.013421	0.01224	0.005503	0.003095	0.03372	0.032663
5	670575	671578	0.016169	0.020632	0.018617	0.016607	0.029269	0.027513	0.030003	0.024094	0.029397	0.016728	0.030517	0.029392	0.036413	0.039972	0.030352	0.03125	0.022577	0.017475	0.037763	0.036582
5	674650	675319	0.007444	0.011887	0.010176	0.001814	0.015453	0.020953	0.013282	0.01644	0.015059	0.01576	0.013096	0.021305	0.030477	0.030998	0.020691	0.013433	0.009066	0.002508	0.031262	0.030644
