chr	start	stop	pi.slew	pi.nlew	pi.lew	pi.ccar	dxy.slew.ccar	dxy.slew.acar	dxy.nlew.ccar	dxy.slew.nlew	dxy.lew.ccar	dxy.ccar.acar	dxy.ccar.verb	dxy.ccar.par	dxy.ccar.bic	dxy.slew.bic	dxy.slew.verb	dxy.nlew.verb	pi.sLC	pi.CV	dxy.sLC.bic	dxy.CV.bic
3	36590	38069	0.000775	0.004681	0.002643	0.001886	0.017107	0.015896	0.016414	0.006775	0.016987	0.001985	0.019062	0.018833	0.026385	0.024342	0.013193	0.013176	0.008992	0.00296	0.025544	0.026406
3	57944	58376	0.001109	0.003977	0.002134	0.005523	0.006506	0.005108	0.009131	0.004335	0.006962	0.008882	0.020545	0.008944	0.039293	0.034497	0.017096	0.019722	0.005364	0.006448	0.037471	0.039624
3	63775	64286	0.009334	0.009156	0.013436	0.006711	0.014404	0.017372	0.022149	0.02329	0.015754	0.015728	0.041884	0.018022	0.022189	0.022556	0.042126	0.049168	0.010733	0.00901	0.022329	0.023115
3	64503	65382	0.004446	0.015152	0.01142	0.015413	0.025332	0.023496	0.026003	0.027844	0.025324	0.016188	0.027515	0.026814	0.025055	0.028888	0.024472	0.02642	0.018554	0.016231	0.026526	0.025127
3	66337	66786	0.005349	0.00119	0.005597	0.006834	0.011783	0.011949	0.010573	0.006579	0.011572	0.005496	0.019892	0.029427	0.026093	0.029766	0.019766	0.018611	0.008978	0.00766	0.027489	0.026436
3	77535	78472	0.004337	0.005292	0.006181	0.002516	0.014153	0.011035	0.008069	0.010528	0.013095	0.005055	0.015871	0.030461	0.035267	0.032712	0.017731	0.014392	0.008317	0.003336	0.034298	0.035398
3	96599	97383	0.006324	0.004456	0.009845	0.002646	0.024895	0.024751	0.026844	0.018552	0.025477	0.003118	0.031568	0.02488	0.027069	0.032484	0.024841	0.029246	0.013754	0.004429	0.029124	0.027317
3	98982	99339	0.002603	0.01676	0.010717	0.007915	0.011183	0.011982	0.027043	0.028282	0.01407	0.00838	0.029645	0.020634	0.017165	0.015584	0.029183	0.026187	0.008716	0.009324	0.016564	0.017312
3	114256	114772	0.002787	0.002418	0.004324	0.001639	0.010552	0.011317	0.007967	0.008055	0.010103	0.002261	0.013419	0.011547	0.003873	0.012929	0.019648	0.018133	0.006094	0.002367	0.007369	0.004236
3	127567	128072	0.00108	0.0036	0.002538	0.005037	0.006795	0.005235	0.010463	0.005812	0.007433	0.008702	0.014025	0.021994	0.055687	0.054972	0.01165	0.011117	0.005312	0.005588	0.055415	0.055768
3	130837	131390	0.00028	0.003868	0.001718	0.008586	0.016635	0.017101	0.015328	0.004845	0.016408	0.007715	0.011442	0.010073	0.034238	0.032443	0.012588	0.011282	0.011237	0.008761	0.033556	0.03424
3	143529	143848	0.005677	0.013728	0.011552	0.005872	0.010286	0.020532	0.023952	0.024938	0.012663	0.021756	0.051615	0.030795	0.02626	0.02574	0.051562	0.050391	0.007958	0.008722	0.026067	0.027159
3	153057	154606	0.000726	0.006129	0.003424	0.004589	0.011804	0.009015	0.012112	0.009414	0.011858	0.005349	0.016691	0.009688	0.022175	0.021817	0.015229	0.017258	0.007556	0.005344	0.022039	0.022258
